UserID,CurrentStatus,Date,Steps,Distance,Floors,Calories,ActivityCalories,ActiveMinutes,Group
62245WG,ACTIVE,1/15/17,7014,2.9,0,1786,749,10,Gulf Gate
62245WG,ACTIVE,1/16/17,7150,2.9,1,1741,663,30,Gulf Gate
62245WG,ACTIVE,1/17/17,3920,1.6,1,1627,539,0,Gulf Gate
62245WG,ACTIVE,1/18/17,5565,2.3,1,1672,583,14,Gulf Gate
62245WG,ACTIVE,1/19/17,,,,,,,Gulf Gate
6224B9G,ACTIVE,1/1/17,1093,0.5,0,2431,684,12,Patient Registration
6224B9G,ACTIVE,1/2/17,8828,3.7,0,2723,1283,52,Patient Registration
6224B9G,ACTIVE,1/3/17,4280,1.8,0,2269,685,0,Patient Registration
6224B9G,ACTIVE,1/4/17,3570,1.5,0,2186,561,0,Patient Registration
6224B9G,ACTIVE,1/5/17,7876,3.3,0,2896,1551,7,Patient Registration
6224B9G,ACTIVE,1/6/17,2287,1,0,2236,640,0,Patient Registration
6224B9G,ACTIVE,1/7/17,5862,2.4,2,2859,1400,0,Patient Registration
6224B9G,ACTIVE,1/8/17,2708,1.1,0,2255,654,0,Patient Registration
6224B9G,ACTIVE,1/9/17,8023,3.3,0,2618,1068,39,Patient Registration
6224B9G,ACTIVE,1/10/17,3472,1.4,0,2219,564,0,Patient Registration
6224B9G,ACTIVE,1/11/17,3742,1.6,0,2367,701,17,Patient Registration
6224B9G,ACTIVE,1/12/17,6068,2.5,0,3050,1560,73,Patient Registration
6224B9G,ACTIVE,1/13/17,5747,2.4,0,2453,920,27,Patient Registration
6224B9G,ACTIVE,1/14/17,3466,1.4,0,2267,733,0,Patient Registration
6224B9G,ACTIVE,1/15/17,3697,1.5,0,2403,851,12,Patient Registration
6224B9G,ACTIVE,1/16/17,4622,1.9,0,2517,915,29,Patient Registration
6224B9G,ACTIVE,1/17/17,5155,2.1,2,2520,900,46,Patient Registration
6224B9G,ACTIVE,1/18/17,3818,1.6,0,2272,623,0,Patient Registration
6224B9G,ACTIVE,1/19/17,74,0,0,409,19,0,Patient Registration
62247WK,ACTIVE,1/1/17,1146,0.5,0,1493,142,0,PT Main Campus
62247WK,ACTIVE,1/2/17,15518,6.2,12,2627,1582,28,PT Main Campus
62247WK,ACTIVE,1/3/17,15506,6.2,16,2621,1538,33,PT Main Campus
62247WK,ACTIVE,1/4/17,15877,6.3,1,2644,1576,70,PT Main Campus
62247WK,ACTIVE,1/5/17,15126,6,14,2653,1579,41,PT Main Campus
62247WK,ACTIVE,1/6/17,9545,3.8,19,2338,1193,8,PT Main Campus
62247WK,ACTIVE,1/7/17,10583,4.2,12,2257,1119,7,PT Main Campus
62247WK,ACTIVE,1/8/17,14517,5.8,2,2395,1301,66,PT Main Campus
62247WK,ACTIVE,1/9/17,15444,6.2,5,2489,1374,68,PT Main Campus
62247WK,ACTIVE,1/10/17,17071,6.8,14,2688,1611,62,PT Main Campus
62247WK,ACTIVE,1/11/17,17286,6.9,0,2683,1625,98,PT Main Campus
62247WK,ACTIVE,1/12/17,11208,4.5,16,2360,1242,0,PT Main Campus
62247WK,ACTIVE,1/13/17,11234,4.5,20,2299,1189,12,PT Main Campus
62247WK,ACTIVE,1/14/17,14661,5.8,2,2789,1706,62,PT Main Campus
62247WK,ACTIVE,1/15/17,13557,5.4,1,2479,1399,69,PT Main Campus
62247WK,ACTIVE,1/16/17,17132,6.8,24,2748,1661,57,PT Main Campus
62247WK,ACTIVE,1/17/17,16875,6.8,18,2567,1472,61,PT Main Campus
62247WK,ACTIVE,1/18/17,15165,6.1,0,2359,1381,113,PT Main Campus
62246W8,ACTIVE,1/1/17,3991,1.7,0,2173,558,23,Information Systems
62246W8,ACTIVE,1/2/17,13400,5.7,8,2714,1227,41,Information Systems
62246W8,ACTIVE,1/3/17,11423,5,9,2690,1127,23,Information Systems
62246W8,ACTIVE,1/4/17,11632,5.1,18,2785,1187,43,Information Systems
62246W8,ACTIVE,1/5/17,10151,4.3,16,2645,1083,31,Information Systems
62246W8,ACTIVE,1/6/17,10466,4.5,9,2607,1077,21,Information Systems
62246W8,ACTIVE,1/7/17,15348,6.9,7,2958,1504,39,Information Systems
62246W8,ACTIVE,1/8/17,12586,5.3,3,3058,1685,44,Information Systems
62246W8,ACTIVE,1/9/17,7276,3.3,10,2453,859,30,Information Systems
62246W8,ACTIVE,1/10/17,8132,3.6,10,2386,828,31,Information Systems
62246W8,ACTIVE,1/11/17,8666,3.7,12,2609,1074,36,Information Systems
62246W8,ACTIVE,1/12/17,7712,3.4,10,2494,909,23,Information Systems
62246W8,ACTIVE,1/13/17,12441,5.6,12,2893,1335,64,Information Systems
62246W8,ACTIVE,1/14/17,16121,6.7,1,3429,2133,192,Information Systems
62246W8,ACTIVE,1/15/17,9577,4,6,2508,974,26,Information Systems
62246W8,ACTIVE,1/16/17,5036,2.1,10,2258,635,10,Information Systems
62246W8,ACTIVE,1/17/17,10357,4.3,10,2655,1127,20,Information Systems
62246W8,ACTIVE,1/18/17,10127,4.4,14,2609,1172,33,Information Systems
6224BBK,ACTIVE,1/1/17,3578,1.4,3,2519,666,0,ICU
6224BBK,ACTIVE,1/2/17,10402,4.5,5,2894,1204,38,ICU
6224BBK,ACTIVE,1/3/17,10345,4.7,0,2970,1180,82,ICU
6224BBK,ACTIVE,1/4/17,3592,1.4,1,2457,606,10,ICU
6224BBK,ACTIVE,1/5/17,,,,,,,ICU
6224BBK,ACTIVE,1/6/17,6900,2.6,2,2956,1401,0,ICU
6224BBK,ACTIVE,1/7/17,12413,5.2,1,3300,1801,48,ICU
6224BBK,ACTIVE,1/8/17,9155,3.6,2,3407,1875,35,ICU
6224BBK,ACTIVE,1/9/17,2542,0.9,0,2484,611,0,ICU
6224BBK,ACTIVE,1/10/17,3733,1.5,3,2420,556,0,ICU
6224BBK,ACTIVE,1/11/17,7330,2.8,6,3256,1699,0,ICU
6224BBK,ACTIVE,1/12/17,7040,3.1,2,2617,791,45,ICU
6224BBK,ACTIVE,1/13/17,,,,,,,ICU
6224BBK,ACTIVE,1/14/17,7969,3.2,2,3025,1460,0,ICU
6224BBK,ACTIVE,1/15/17,6805,2.7,2,2852,1264,0,ICU
6224BBK,ACTIVE,1/16/17,,,,,,,ICU
6224BBK,ACTIVE,1/17/17,3739,1.6,2,2458,526,0,ICU
6224BBK,ACTIVE,1/18/17,1408,0.6,0,2072,243,0,ICU
6224BBK,ACTIVE,1/19/17,,,,,,,ICU
62247WP,ACTIVE,1/1/17,3430,1.5,,1582,476,0,Waldemere Medical
62247WP,ACTIVE,1/2/17,7707,3.4,,1791,740,15,Waldemere Medical
62247WP,ACTIVE,1/3/17,3979,1.8,,1577,456,0,Waldemere Medical
62247WP,ACTIVE,1/4/17,5201,2.3,,1669,592,0,Waldemere Medical
62247WP,ACTIVE,1/5/17,7120,3.1,,1795,768,22,Waldemere Medical
62247WP,ACTIVE,1/6/17,5298,2.3,,1691,623,0,Waldemere Medical
62247WP,ACTIVE,1/7/17,6981,3.1,,1736,664,26,Waldemere Medical
62247WP,ACTIVE,1/8/17,6454,2.9,,1720,659,30,Waldemere Medical
62247WP,ACTIVE,1/9/17,5419,2.4,,1665,569,17,Waldemere Medical
62247WP,ACTIVE,1/10/17,8535,3.8,,1859,832,28,Waldemere Medical
62247WP,ACTIVE,1/11/17,5472,2.4,,1706,647,0,Waldemere Medical
62247WP,ACTIVE,1/12/17,6363,2.8,,1747,700,16,Waldemere Medical
62247WP,ACTIVE,1/13/17,7336,3.2,,1783,746,13,Waldemere Medical
62247WP,ACTIVE,1/14/17,13185,5.8,,2128,1179,53,Waldemere Medical
62247WP,ACTIVE,1/15/17,5916,2.6,,1657,554,27,Waldemere Medical
62247WP,ACTIVE,1/16/17,9571,4.2,,1908,893,36,Waldemere Medical
62247WP,ACTIVE,1/17/17,8799,3.9,,1865,828,43,Waldemere Medical
62247WP,ACTIVE,1/18/17,7191,3.2,,1793,764,14,Waldemere Medical
62247WP,ACTIVE,1/19/17,37,0,,339,11,0,Waldemere Medical
6222ZLZ,ACTIVE,1/1/17,3646,1.5,1,1595,417,0,Education
6222ZLZ,ACTIVE,1/2/17,9541,3.9,0,1899,810,38,Education
6222ZLZ,ACTIVE,1/3/17,11072,4.6,11,1952,891,40,Education
6222ZLZ,ACTIVE,1/4/17,10684,4.4,33,1932,846,9,Education
6222ZLZ,ACTIVE,1/5/17,11156,4.6,17,1996,930,25,Education
6222ZLZ,ACTIVE,1/6/17,11839,4.9,18,2076,1055,0,Education
6222ZLZ,ACTIVE,1/7/17,7206,3,0,1715,601,10,Education
6222ZLZ,ACTIVE,1/8/17,12168,5,1,2033,1027,12,Education
6222ZLZ,ACTIVE,1/9/17,8267,3.4,13,1782,650,0,Education
6222ZLZ,ACTIVE,1/10/17,10360,4.3,21,1965,864,41,Education
6222ZLZ,ACTIVE,1/11/17,9536,3.9,15,1922,839,25,Education
6222ZLZ,ACTIVE,1/12/17,11725,4.9,18,2017,941,58,Education
6222ZLZ,ACTIVE,1/13/17,10132,4.2,15,1909,815,30,Education
6222ZLZ,ACTIVE,1/14/17,11055,4.6,0,1876,767,97,Education
6222ZLZ,ACTIVE,1/15/17,10663,4.4,0,1931,883,42,Education
6222ZLZ,ACTIVE,1/16/17,14568,6,21,2094,1033,82,Education
6222ZLZ,ACTIVE,1/17/17,10445,4.3,14,1931,987,29,Education
6223JJQ,ACTIVE,1/1/17,9724,4.5,14,3123,1591,42,OR Main
6223JJQ,ACTIVE,1/2/17,6048,2.8,1,2736,1029,29,OR Main
6223JJQ,ACTIVE,1/3/17,10746,4.9,0,3153,1642,40,OR Main
6223JJQ,ACTIVE,1/4/17,2946,1.4,0,2284,532,0,OR Main
6223JJQ,ACTIVE,1/5/17,10678,4.9,8,3233,1842,28,OR Main
6223JJQ,ACTIVE,1/6/17,9035,4.1,10,3185,1631,45,OR Main
6223JJQ,ACTIVE,1/7/17,15026,6.9,8,3818,2402,93,OR Main
6223JJQ,ACTIVE,1/8/17,9437,4.3,10,3001,1447,8,OR Main
6223JJQ,ACTIVE,1/9/17,4169,1.9,1,2494,811,9,OR Main
6223JJQ,ACTIVE,1/10/17,7012,3.2,0,2787,1140,9,OR Main
6223JJQ,ACTIVE,1/11/17,3523,1.6,0,2346,557,10,OR Main
6223JJQ,ACTIVE,1/12/17,3352,1.5,0,2373,621,0,OR Main
6223JJQ,ACTIVE,1/13/17,9662,4.4,4,3273,1696,32,OR Main
6223JJQ,ACTIVE,1/14/17,11068,5.1,9,3598,2093,100,OR Main
6223JJQ,ACTIVE,1/15/17,10473,4.8,10,3393,1855,55,OR Main
6223JJQ,ACTIVE,1/16/17,72,0,0,1799,13,0,OR Main
6223JJQ,ACTIVE,1/17/17,8295,3.8,12,2951,1404,11,OR Main
6223GJV,ACTIVE,1/1/17,4100,1.8,0,1816,522,7,8WT
6223GJV,ACTIVE,1/2/17,5799,2.5,0,2040,798,0,8WT
6223GJV,ACTIVE,1/3/17,7974,3.4,13,2224,989,8,8WT
6223GJV,ACTIVE,1/4/17,7450,3.2,0,2244,1042,16,8WT
6223GJV,ACTIVE,1/5/17,6082,2.6,5,2048,768,10,8WT
6223GJV,ACTIVE,1/6/17,5253,2.3,0,1967,710,0,8WT
6223GJV,ACTIVE,1/7/17,5382,2.3,0,2077,796,0,8WT
6223GJV,ACTIVE,1/8/17,5454,2.3,0,2023,795,26,8WT
6223GJV,ACTIVE,1/9/17,8596,3.7,0,2137,919,49,8WT
6223GJV,ACTIVE,1/10/17,9276,4,10,2322,1060,0,8WT
6223GJV,ACTIVE,1/11/17,7867,3.4,0,2097,883,26,8WT
6223GJV,ACTIVE,1/12/17,5721,2.5,6,2097,766,0,8WT
6223GJV,ACTIVE,1/13/17,12554,5.4,0,2442,1272,92,8WT
6223GJV,ACTIVE,1/14/17,12221,5.2,0,2393,1215,104,8WT
6223GJV,ACTIVE,1/15/17,12571,5.4,0,2469,1243,104,8WT
6223GJV,ACTIVE,1/16/17,11955,5.1,0,2329,1190,63,8WT
6223GJV,ACTIVE,1/17/17,6632,2.8,12,2181,864,0,8WT
6223GJV,ACTIVE,1/18/17,9791,4.2,0,2210,1010,60,8WT
6223GJV,ACTIVE,1/19/17,148,0.1,0,370,23,0,8WT
6224BB9,ACTIVE,1/1/17,587,0.2,0,1111,57,0,Cath Lab
6224BB9,ACTIVE,1/2/17,9393,3.7,0,1507,581,21,Cath Lab
6224BB9,ACTIVE,1/3/17,7996,3.2,0,1443,491,5,Cath Lab
6224BB9,ACTIVE,1/4/17,11791,4.7,0,1628,713,30,Cath Lab
6224BB9,ACTIVE,1/5/17,10412,4.1,0,1550,623,29,Cath Lab
6224BB9,ACTIVE,1/6/17,7497,3,0,1417,451,14,Cath Lab
6224BB9,ACTIVE,1/7/17,3117,1.2,0,1241,246,0,Cath Lab
6224BB9,ACTIVE,1/8/17,2781,1.1,0,1221,217,0,Cath Lab
6224BB9,ACTIVE,1/9/17,3776,1.5,0,1260,266,10,Cath Lab
6224BB9,ACTIVE,1/10/17,12928,5.1,0,1661,770,36,Cath Lab
6224BB9,ACTIVE,1/11/17,11184,4.4,0,1606,712,21,Cath Lab
6224BB9,ACTIVE,1/12/17,9653,3.8,0,1535,626,0,Cath Lab
6224BB9,ACTIVE,1/13/17,8449,3.3,0,1474,549,0,Cath Lab
6224BB9,ACTIVE,1/14/17,5417,2.1,0,1338,357,27,Cath Lab
6224BB9,ACTIVE,1/15/17,7711,3,0,1445,516,0,Cath Lab
6224BB9,ACTIVE,1/16/17,9849,3.9,0,1530,619,0,Cath Lab
6224BB9,ACTIVE,1/17/17,9667,3.8,0,1503,550,24,Cath Lab
6224BB9,ACTIVE,1/18/17,8373,3.3,0,1475,547,8,Cath Lab
6224BB9,ACTIVE,1/19/17,714,0.3,0,308,36,0,Cath Lab
6224BJT,ACTIVE,1/1/17,7658,3.1,0,1541,657,0,HVI
6224BJT,ACTIVE,1/2/17,8113,3.8,0,1485,541,38,HVI
6224BJT,ACTIVE,1/3/17,6239,2.6,6,1403,478,0,HVI
6224BJT,ACTIVE,1/4/17,10090,4.2,9,1533,629,32,HVI
6224BJT,ACTIVE,1/5/17,10028,4.4,5,1535,630,37,HVI
6224BJT,ACTIVE,1/6/17,10188,4.3,5,1525,609,21,HVI
6224BJT,ACTIVE,1/7/17,8224,3.3,1,1483,586,9,HVI
6224BJT,ACTIVE,1/8/17,15274,6.9,0,1759,920,67,HVI
6224BJT,ACTIVE,1/9/17,10170,4.2,9,1614,734,16,HVI
6224BJT,ACTIVE,1/10/17,10189,4.2,3,1560,665,28,HVI
6224BJT,ACTIVE,1/11/17,12231,5.1,8,1705,831,39,HVI
6224BJT,ACTIVE,1/12/17,10082,4.4,5,1538,620,9,HVI
6224BJT,ACTIVE,1/13/17,10020,4.1,4,1561,671,0,HVI
6224BJT,ACTIVE,1/14/17,7089,2.9,0,1481,588,16,HVI
6224BJT,ACTIVE,1/15/17,10008,4.2,0,1604,731,36,HVI
6224BJT,ACTIVE,1/16/17,6001,2.4,6,1396,455,0,HVI
6224BJT,ACTIVE,1/17/17,6751,2.7,2,1440,532,0,HVI
6224BJT,ACTIVE,1/18/17,6715,2.7,5,1423,521,0,HVI
6224BJT,ACTIVE,1/19/17,,,,,,,HVI
62246MB,ACTIVE,1/1/17,7979,3.5,0,2119,971,25,Labor & Delivery
62246MB,ACTIVE,1/2/17,9919,4.4,4,2153,994,29,Labor & Delivery
62246MB,ACTIVE,1/3/17,8302,3.7,1,2204,1078,18,Labor & Delivery
62246MB,ACTIVE,1/4/17,8747,3.8,2,2490,1456,9,Labor & Delivery
62246MB,ACTIVE,1/5/17,9442,4.1,0,2065,885,31,Labor & Delivery
62246MB,ACTIVE,1/6/17,8918,4,2,2272,1227,0,Labor & Delivery
62246MB,ACTIVE,1/7/17,7713,3.4,5,2116,992,0,Labor & Delivery
62246MB,ACTIVE,1/8/17,7593,3.4,0,2050,883,30,Labor & Delivery
62246MB,ACTIVE,1/9/17,9105,3.9,2,2384,1310,24,Labor & Delivery
62246MB,ACTIVE,1/10/17,8241,2.5,2,2257,1118,30,Labor & Delivery
62246MB,ACTIVE,1/11/17,7584,3.4,3,2204,1104,0,Labor & Delivery
62246MB,ACTIVE,1/12/17,8314,3.7,3,2235,1158,0,Labor & Delivery
62246MB,ACTIVE,1/13/17,8483,3.8,2,2285,1224,0,Labor & Delivery
62246MB,ACTIVE,1/14/17,10616,4.9,3,2246,1102,60,Labor & Delivery
62246MB,ACTIVE,1/15/17,6713,3,0,1932,732,31,Labor & Delivery
62246MB,ACTIVE,1/16/17,8435,3.7,6,2226,1103,0,Labor & Delivery
62246MB,ACTIVE,1/17/17,8655,3.8,4,2391,1375,0,Labor & Delivery
62246MB,ACTIVE,1/18/17,9406,4.4,6,2143,967,26,Labor & Delivery
62246MB,ACTIVE,1/19/17,,,,,,,Labor & Delivery
62244XP,ACTIVE,1/1/17,5271,2.3,0,1971,758,0,Cancer Care Services
62244XP,ACTIVE,1/2/17,8364,3.6,1,2265,1184,26,Cancer Care Services
62244XP,ACTIVE,1/3/17,12577,5.8,0,2244,1185,59,Cancer Care Services
62244XP,ACTIVE,1/4/17,11879,5.1,0,2214,1128,55,Cancer Care Services
62244XP,ACTIVE,1/5/17,12261,5.3,0,2449,1461,20,Cancer Care Services
62244XP,ACTIVE,1/6/17,10732,4.6,6,2324,1320,12,Cancer Care Services
62244XP,ACTIVE,1/7/17,8884,3.8,5,2294,1302,0,Cancer Care Services
62244XP,ACTIVE,1/8/17,10521,4.4,1,2414,1382,71,Cancer Care Services
62244XP,ACTIVE,1/9/17,7587,3.2,1,1758,534,39,Cancer Care Services
62244XP,ACTIVE,1/10/17,14464,6.4,0,2455,1427,75,Cancer Care Services
62244XP,ACTIVE,1/11/17,12029,5.2,4,2375,1325,49,Cancer Care Services
62244XP,ACTIVE,1/12/17,12496,5.7,0,2213,1140,51,Cancer Care Services
62244XP,ACTIVE,1/13/17,13936,6,0,2560,1610,72,Cancer Care Services
62244XP,ACTIVE,1/14/17,5224,2.2,1,1847,666,13,Cancer Care Services
62244XP,ACTIVE,1/15/17,9479,4.1,1,2251,1200,32,Cancer Care Services
62244XP,ACTIVE,1/16/17,12789,5.6,0,2561,1574,77,Cancer Care Services
62244XP,ACTIVE,1/17/17,9035,3.9,3,2133,1059,10,Cancer Care Services
62244XP,ACTIVE,1/18/17,13156,5.6,3,2360,1358,40,Cancer Care Services
62244XP,ACTIVE,1/19/17,94,0,0,354,19,0,Cancer Care Services
62238FM,ACTIVE,1/1/17,28,0,0,1391,7,0,6ET
62238FM,ACTIVE,1/4/17,2950,1.3,2,1673,372,10,6ET
62238FM,ACTIVE,1/5/17,8778,3.8,5,2160,1001,22,6ET
62238FM,ACTIVE,1/6/17,5068,2.2,3,2042,849,0,6ET
62238FM,ACTIVE,1/7/17,4561,2,7,1903,637,0,6ET
62238FM,ACTIVE,1/8/17,4888,2.1,10,1905,668,0,6ET
62238FM,ACTIVE,1/9/17,4843,2.1,4,1972,776,0,6ET
62238FM,ACTIVE,1/10/17,8883,3.9,5,2303,1224,0,6ET
62238FM,ACTIVE,1/11/17,2545,1.1,6,1618,308,0,6ET
62238FM,ACTIVE,1/12/17,4486,2,2,1819,570,0,6ET
62238FM,ACTIVE,1/13/17,5162,2.3,5,1927,721,0,6ET
62238FM,ACTIVE,1/14/17,7408,3.2,6,2017,787,0,6ET
62238FM,ACTIVE,1/15/17,6170,2.7,5,1958,742,28,6ET
62238FM,ACTIVE,1/16/17,5159,2.2,4,1918,687,0,6ET
62238FM,ACTIVE,1/17/17,4389,1.9,11,2014,788,11,6ET
62238FM,ACTIVE,1/18/17,6854,3,6,2122,960,0,6ET
62238FM,ACTIVE,1/19/17,2082,0.9,0,497,307,0,6ET
62247VJ,ACTIVE,1/1/17,5995,2.7,0,1975,851,0,HIM
62247VJ,ACTIVE,1/2/17,6344,2.9,0,1850,631,17,HIM
62247VJ,ACTIVE,1/3/17,7045,3.1,0,1988,816,37,HIM
62247VJ,ACTIVE,1/4/17,8926,4.1,2,2144,1047,20,HIM
62247VJ,ACTIVE,1/5/17,6086,2.7,1,1967,842,0,HIM
62247VJ,ACTIVE,1/6/17,3211,1.4,0,1722,487,0,HIM
62247VJ,ACTIVE,1/7/17,4931,2.2,2,1883,685,0,HIM
62247VJ,ACTIVE,1/8/17,5050,2.3,0,1975,812,27,HIM
62247VJ,ACTIVE,1/9/17,9643,4.3,2,2238,1134,33,HIM
62247VJ,ACTIVE,1/10/17,6391,2.9,3,1949,779,19,HIM
62247VJ,ACTIVE,1/11/17,7145,3.2,2,2013,852,19,HIM
62247VJ,ACTIVE,1/12/17,4912,2.2,0,1964,793,8,HIM
62247VJ,ACTIVE,1/13/17,5100,2.3,5,1760,521,17,HIM
62247VJ,ACTIVE,1/14/17,7,0,0,1365,3,0,HIM
62247VJ,ACTIVE,1/15/17,,,,,,,HIM
62247VJ,ACTIVE,1/16/17,6918,3.1,2,2033,888,20,HIM
62247VJ,ACTIVE,1/17/17,12,0,0,1364,0,0,HIM
62247VJ,ACTIVE,1/18/17,5356,2.4,0,1848,639,0,HIM
62247VJ,ACTIVE,1/19/17,120,0.1,0,346,15,0,HIM
6224BK8,ACTIVE,1/1/17,18055,7.8,0,3687,2385,131,Imaging Support
6224BK8,ACTIVE,1/2/17,15265,6.9,26,3370,1911,116,Imaging Support
6224BK8,ACTIVE,1/3/17,17370,7.6,18,3464,2127,98,Imaging Support
6224BK8,ACTIVE,1/4/17,15505,7,11,3134,1770,45,Imaging Support
6224BK8,ACTIVE,1/5/17,17767,7.8,25,3411,2103,105,Imaging Support
6224BK8,ACTIVE,1/6/17,13987,6.3,13,3209,1884,82,Imaging Support
6224BK8,ACTIVE,1/7/17,10523,4.5,11,2908,1538,60,Imaging Support
6224BK8,ACTIVE,1/8/17,10036,4.5,10,2784,1333,77,Imaging Support
6224BK8,ACTIVE,1/9/17,17332,7.6,17,3638,2395,171,Imaging Support
6224BK8,ACTIVE,1/10/17,16288,7.3,15,3395,2073,97,Imaging Support
6224BK8,ACTIVE,1/11/17,14960,6.5,28,3428,2134,101,Imaging Support
6224BK8,ACTIVE,1/12/17,11289,4.9,10,2896,1498,43,Imaging Support
6224BK8,ACTIVE,1/13/17,11215,4.9,12,3000,1615,56,Imaging Support
6224BK8,ACTIVE,1/14/17,10250,4.4,7,2785,1371,51,Imaging Support
6224BK8,ACTIVE,1/15/17,10865,4.9,12,2955,1566,73,Imaging Support
6224BK8,ACTIVE,1/16/17,10119,4.6,9,3122,1773,61,Imaging Support
6224BK8,ACTIVE,1/17/17,10099,4.3,10,3029,1657,41,Imaging Support
6224BK8,ACTIVE,1/18/17,11010,4.7,7,2918,1594,24,Imaging Support
6224BK8,ACTIVE,1/19/17,1506,0.6,0,568,172,0,Imaging Support
622493K,ACTIVE,1/1/17,1524,0.7,0,1874,539,46,OR Main
622493K,ACTIVE,1/2/17,14,0,0,1417,5,0,OR Main
622493K,ACTIVE,1/3/17,8857,3.9,6,2299,1211,19,OR Main
622493K,ACTIVE,1/4/17,10017,4.4,13,2426,1341,17,OR Main
622493K,ACTIVE,1/5/17,6589,2.9,0,2027,814,0,OR Main
622493K,ACTIVE,1/6/17,11030,4.9,2,2578,1532,22,OR Main
622493K,ACTIVE,1/7/17,4,0,0,1408,0,0,OR Main
622493K,ACTIVE,1/8/17,,,,,,,OR Main
622493K,ACTIVE,1/9/17,7123,3.1,3,2054,898,0,OR Main
622493K,ACTIVE,1/10/17,6475,2.9,2,1996,790,0,OR Main
622493K,ACTIVE,1/11/17,9002,4,2,2262,1151,8,OR Main
622493K,ACTIVE,1/12/17,,,,,,,OR Main
622493K,ACTIVE,1/13/17,,,,,,,OR Main
622493K,ACTIVE,1/14/17,,,,,,,OR Main
622493K,ACTIVE,1/15/17,,,,,,,OR Main
622493K,ACTIVE,1/16/17,,,,,,,OR Main
622493K,ACTIVE,1/17/17,,,,,,,OR Main
6223NWW,ACTIVE,1/1/17,10337,4.4,5,3289,1955,112,Medical Short Stay
6223NWW,ACTIVE,1/2/17,8289,3.6,0,3392,1963,126,Medical Short Stay
6223NWW,ACTIVE,1/3/17,9538,4.1,45,3319,1888,71,Medical Short Stay
6223NWW,ACTIVE,1/4/17,13117,6.3,2,3478,2099,105,Medical Short Stay
6223NWW,ACTIVE,1/5/17,12494,5.3,73,3646,2304,77,Medical Short Stay
6223NWW,ACTIVE,1/6/17,11090,5,2,3290,1811,88,Medical Short Stay
6223NWW,ACTIVE,1/7/17,7878,3.5,6,2958,1470,17,Medical Short Stay
6223NWW,ACTIVE,1/8/17,10084,4.3,1,3181,1729,107,Medical Short Stay
6223NWW,ACTIVE,1/9/17,14471,6.7,39,3447,2093,131,Medical Short Stay
6223NWW,ACTIVE,1/10/17,14419,6.8,1,3541,2214,87,Medical Short Stay
6223NWW,ACTIVE,1/11/17,8335,3.7,2,3017,1530,26,Medical Short Stay
6223NWW,ACTIVE,1/12/17,10368,4.5,26,3521,2077,124,Medical Short Stay
6223NWW,ACTIVE,1/13/17,12950,5.6,20,3784,2448,142,Medical Short Stay
6223NWW,ACTIVE,1/14/17,11999,5.3,9,3544,2029,141,Medical Short Stay
6223NWW,ACTIVE,1/15/17,14589,6.9,18,3576,2266,133,Medical Short Stay
6223NWW,ACTIVE,1/16/17,11446,5.2,16,3148,1737,96,Medical Short Stay
6223NWW,ACTIVE,1/17/17,11403,5.7,3,3099,1685,69,Medical Short Stay
6223NWW,ACTIVE,1/18/17,14214,6.7,1,3989,2731,180,Medical Short Stay
6223NWW,ACTIVE,1/19/17,2670,1.2,0,820,513,0,Medical Short Stay
6223B88,ACTIVE,1/1/17,3792,1.6,1,1718,520,0,CBO
6223B88,ACTIVE,1/2/17,10618,4.9,0,2668,1542,136,CBO
6223B88,ACTIVE,1/3/17,19802,8.5,5,2711,1701,99,CBO
6223B88,ACTIVE,1/4/17,17013,7.2,7,2569,1468,105,CBO
6223B88,ACTIVE,1/5/17,18125,7.7,54,2429,1331,102,CBO
6223B88,ACTIVE,1/6/17,14879,6.3,6,2251,1122,83,CBO
6223B88,ACTIVE,1/7/17,11987,5.1,2,2141,1026,62,CBO
6223B88,ACTIVE,1/8/17,10367,4.4,0,2136,1123,0,CBO
6223B88,ACTIVE,1/9/17,15713,6.7,7,2454,1356,94,CBO
6223B88,ACTIVE,1/10/17,20050,8.6,9,2540,1479,89,CBO
6223B88,ACTIVE,1/11/17,20845,8.8,6,2765,1804,88,CBO
6223B88,ACTIVE,1/12/17,17364,7.5,9,2575,1506,124,CBO
6223B88,ACTIVE,1/13/17,18231,7.9,8,2345,1250,77,CBO
6223B88,ACTIVE,1/14/17,14420,6.2,1,2228,1155,50,CBO
6223B88,ACTIVE,1/15/17,15409,6.7,0,2401,1327,106,CBO
6223B88,ACTIVE,1/16/17,12516,5.3,6,2062,973,23,CBO
6223B88,ACTIVE,1/17/17,12565,5.3,9,2281,1164,43,CBO
6223B88,ACTIVE,1/18/17,18071,7.7,1,2452,1376,84,CBO
6223B88,ACTIVE,1/19/17,11,0,0,0,0,0,CBO
6224BKN,ACTIVE,1/1/17,,,,,,,CBO
6224BKN,ACTIVE,1/2/17,10947,4.8,,2522,1370,10,CBO
6224BKN,ACTIVE,1/3/17,6176,2.7,,2215,954,0,CBO
6224BKN,ACTIVE,1/4/17,6936,3.1,,2215,917,21,CBO
6224BKN,ACTIVE,1/5/17,29,0,,1570,6,0,CBO
6224BKN,ACTIVE,1/6/17,7642,3.3,,2283,1031,24,CBO
6224BKN,ACTIVE,1/7/17,4509,2,,2078,779,0,CBO
6224BKN,ACTIVE,1/8/17,6289,2.7,,2201,941,0,CBO
